Order,Family,Genus,Species,spawningMode,FemaleSize_mm,sizeType,eggSize_mm,typeOfWork_eggSize,timeToEggMeasurement_months,Location,Date,sampleSize,Fertilized,Live,Latitude,Longitude,ReferencePdf,lnSize,lnEggSize,absLatitude
Perciformes,Scombridae,Scomberomorus,Scomberomorus regalis,pelagic,NA,,1.2,Field,NA,"Florida Current, Miami, Florida, United States",1970 June,,TRUE,TRUE,25.76806,-80.080313,mayo_ca_1973_u1_1.pdf,NA,0.182321557,25.76806
Perciformes,Scombridae,Thunnus,Thunnus albacares,pelagic,NA,,0.975,Field,NA,"Kumanonada, Mie Prefecture, Japan",1970 July,,TRUE,TRUE,33.995448,136.438756,harada_t_1971_m4_145.pdf,NA,-0.025317808,33.995448
Perciformes,Scombridae,Thunnus,Thunnus albacares,pelagic,NA,,0.99125,,NA,"Iloilo City, Iloilo, Philippines to Batangas, Philippines",1947-1950,,FALSE,FALSE,12.329998,121.81474,bunag_dm_1956_b1_145.pdf,NA,-0.008788506,12.329998
Perciformes,Scombridae,Thunnus,Thunnus albacares,pelagic,673,FL,0.65,,NA,"Iloilo City, Iloilo, Philippines to Batangas, Philippines",1947-1950,,FALSE,FALSE,12.329998,121.81474,bunag_dm_1956_b1_145.pdf,6.51174533,-0.430782916,12.329998
Perciformes,Scombridae,Thunnus,Thunnus albacares,pelagic,806,FL,0.65,,NA,"Iloilo City, Iloilo, Philippines to Batangas, Philippines",1947-1950,,FALSE,FALSE,12.329998,121.81474,bunag_dm_1956_b1_145.pdf,6.692083743,-0.430782916,12.329998
Perciformes,Scombridae,Thunnus,Thunnus albacares,pelagic,587,FL,0.65,,NA,"Iloilo City, Iloilo, Philippines to Batangas, Philippines",1947-1950,,FALSE,FALSE,12.329998,121.81474,bunag_dm_1956_b1_145.pdf,6.37502482,-0.430782916,12.329998
Perciformes,Scombridae,Thunnus,Thunnus albacares,pelagic,741,FL,0.6825,,NA,"Iloilo City, Iloilo, Philippines to Batangas, Philippines",1947-1950,,FALSE,FALSE,12.329998,121.81474,bunag_dm_1956_b1_145.pdf,6.608000625,-0.381992752,12.329998
Perciformes,Scombridae,Thunnus,Thunnus albacares,pelagic,1306,,0.722,,NA,"Gulf of Guinea, Africa",1963 Janurary,,FALSE,FALSE,3.714123,3.726789,bane_gw_1963_c1_71.pdf,7.17472431,-0.32573014,3.714123
Perciformes,Scombridae,Thunnus,Thunnus thynnus,pelagic,2229,FL,0.7,,NA,"Cat Cay, The Bahamas",1954 May,16,FALSE,TRUE,25.462426,-77.817464,rivas_lr_1954_b4_302.pdf,7.709308333,-0.356674944,25.462426
Perciformes,Scombridae,Thunnus,Thunnus thynnus,pelagic,2229,FL,0.8,,NA,"Cat Cay, The Bahamas",1955 May,86,FALSE,TRUE,25.462426,-77.817464,rivas_lr_1954_b4_302.pdf,7.709308333,-0.223143551,25.462426
Perciformes,Scombridae,Thunnus,Thunnus thynnus,pelagic,2229,FL,0.9,,NA,"Cat Cay, The Bahamas",1956 May,105,FALSE,TRUE,25.462426,-77.817464,rivas_lr_1954_b4_302.pdf,7.709308333,-0.105360516,25.462426
Perciformes,Scombridae,Thunnus,Thunnus thynnus,pelagic,2229,FL,1,,NA,"Cat Cay, The Bahamas",1957 May,55,FALSE,TRUE,25.462426,-77.817464,rivas_lr_1954_b4_302.pdf,7.709308333,0,25.462426
Perciformes,Scombridae,Thunnus,Thunnus thynnus,pelagic,2229,FL,1.1,,NA,"Cat Cay, The Bahamas",1958 May,4,FALSE,TRUE,25.462426,-77.817464,rivas_lr_1954_b4_302.pdf,7.709308333,0.09531018,25.462426
Perciformes,Serranidae,Serranus,Serranus baldwini,pelagic,NA,,0.67,,NA,"Western part of the San Blas archipelago, Panama",1988 June - September,,FALSE,TRUE,9.658627,-78.949928,robertson_dr_1996_o108_95.pdf; petersen_cw_1991_a138_650.pdf,NA,-0.400477567,9.658627
Perciformes,Serranidae,Serranus,Serranus psittacinus,pelagic,NA,,0.71,,NA,"Perlas islands, Panama",,,FALSE,TRUE,8.522543,-79.133545,robertson_dr_1996_o108_95.pdf,NA,-0.342490309,8.522543
Perciformes,Serranidae,Serranus,Serranus tabacarius,pelagic,NA,,0.87,,NA,"Western part of the San Blas archipelago, Panama",1988 June - September,,FALSE,TRUE,9.658627,-78.949928,robertson_dr_1996_o108_95.pdf; petersen_cw_1991_a138_650.pdf,NA,-0.139262067,9.658627
Perciformes,Serranidae,Serranus,Serranus tigrinus,pelagic,NA,,0.7,,NA,"Western part of the San Blas archipelago, Panama",1988 June - September,,FALSE,TRUE,9.658627,-78.949928,robertson_dr_1996_o108_95.pdf; petersen_cw_1991_a138_650.pdf,NA,-0.356674944,9.658627
Perciformes,Serranidae,Serranus,Serranus tortugarum,pelagic,NA,,0.75,,NA,"Western part of the San Blas archipelago, Panama",1988 June - September,,FALSE,TRUE,9.658627,-78.949928,robertson_dr_1996_o108_95.pdf; petersen_cw_1991_a138_650.pdf,NA,-0.287682072,9.658627
Perciformes,Siganidae,Siganus,Siganus fuscescens,scatterer,NA,,0.64,Field,NA,"Shikanosima island, Japan",1953 July,,TRUE,TRUE,33.68206,130.314366,fujita_s_1954_j3_129.pdf,NA,-0.446287103,33.68206
Perciformes,Siganidae,Siganus,Siganus rivulatus,scatterer,NA,,0.54,Field,NA,"Gulf of Aqaba, Red Sea",1972 April - August,,TRUE,TRUE,28.657302,34.685383,popper_d_1973_a2_37.pdf,NA,-0.616186139,28.657302
Perciformes,Sparidae,Stenotomus,Stenotomus chrysops,pelagic,NA,,0.96,,NA,Long Island Sound USA,1952 March - 1954 March,,TRUE,FALSE,41.103919,-72.908416,wheatland_sb_1956_b15_234.pdf,NA,-0.040821995,41.103919
Perciformes,Sparidae,Stenotomus,Stenotomus chrysops,pelagic,NA,,0.92,,NA,Long Island Sound USA,1954 June - July,12,TRUE,TRUE,41.103919,-72.908416,richards_sw_1959_b17_95.pdf,NA,-0.083381609,41.103919
Perciformes,Sparidae,Stenotomus,Stenotomus chrysops,pelagic,NA,,0.945,,NA,Long Island Sound USA,1955 June - July,162,TRUE,TRUE,41.103919,-72.908416,richards_sw_1959_b17_95.pdf,NA,-0.056570351,41.103919
Perciformes,Sphyraenidae,Sphyraena,Sphyraena argentea,pelagic,NA,,1.02,,NA,"Off La Jolla, CA, USA",1926 June,,TRUE,TRUE,32.838472,-117.321474,barnhart_ps_1927_b1_91.pdf,NA,0.019802627,32.838472
Perciformes,Stromateidae,Peprilus,Peprilus triacanthus,pelagic,NA,,0.75,,NA,Long Island Sound USA,1952 March - 1954 March,,TRUE,FALSE,41.103919,-72.908416,wheatland_sb_1956_b15_234.pdf,NA,-0.287682072,41.103919
Perciformes,Stromateidae,Peprilus,Peprilus triacanthus,pelagic,NA,,0.77,Field,NA,"Pemaquid Point, ME, USA",1961 July,,TRUE,TRUE,43.830357,-69.506744,colton_jb_1963_c1963_447.pdf,NA,-0.261364764,43.830357
Perciformes,Stromateidae,Peprilus,Peprilus triacanthus,pelagic,NA,,0.685,,NA,Long Island Sound USA,1954 - July,9,TRUE,TRUE,41.103919,-72.908416,richards_sw_1959_b17_95.pdf,NA,-0.378336441,41.103919
Perciformes,Trichiuridae,Trichiurus,Trichiurus lepturus,pelagic,NA,,1.8,Field,NA,"Ariake Sound, Japan",1960 July,,TRUE,TRUE,32.945514,130.343926,tsukahara_h_1961_r5_117.pdf,NA,0.587786665,32.945514
Perciformes,Trichodontidae,Trichodon,Trichodon trichodon,demersal,NA,,3.52,Field,NA,"southeast of Long Beach, Vancouver island, BC, Canada",1976 June 12,,TRUE,TRUE,48.93,-125.72,marliave_jb_1981_f78_959.pdf,NA,1.25846099,48.93
Perciformes,Tripterygiidae,Forsterygion,Forsterygion capito,demersal,NA,,1.07,Field,NA,"Lyall Bay, Wellington, New Zealand and Island Bay, Wellington, New Zealand",1971 July,100,TRUE,TRUE,-41.392171,174.792314,ruck_jg_1973_z63_1.pdf,NA,0.067658648,41.392171
Perciformes,Tripterygiidae,Forsterygion,Forsterygion varium,demersal,NA,,1.16,Field,NA,"Island bay, Wellington, New Zealand",1970 July,80,TRUE,TRUE,-41.393541,174.768262,ruck_jg_1973_z63_1.pdf,NA,0.148420005,41.393541
Perciformes,Tripterygiidae,Forsterygion,Forsterygion varium,demersal,NA,,1.175,Field,NA,"Wellington, New Zeland",1971 June,150,TRUE,TRUE,-41.258204,174.561916,ruck_jg_1980_n14_313.pdf,NA,0.161268148,41.258204
Perciformes,Tripterygiidae,Gilloblennius,Gilloblennius tripennis,demersal,NA,,1.36,Field,NA,"Lyall Bay, Wellington, New Zealand",1971 September,,TRUE,TRUE,-41.374426,174.804451,ruck_jg_1980_n14_313.pdf,NA,0.3074847,41.374426
Perciformes,Tripterygiidae,Gilloblennius,Gilloblennius tripennis,demersal,NA,,1.36,Field,NA,"Breaker Bay, Wellington, New Zealand",1972 August,,TRUE,TRUE,-41.377505,174.820015,ruck_jg_1980_n14_313.pdf,NA,0.3074847,41.377505
Perciformes,Tripterygiidae,Ruanoho,Ruanoho decemdigitatus,demersal,NA,,1.17,Field,NA,"Island Bay, Wellington, New Zealand",1970 July,,TRUE,TRUE,-41.393541,174.768262,ruck_jg_1980_n14_313.pdf,NA,0.157003749,41.393541
Perciformes,Uranoscopidae,Genyagnus,Genyagnus monopterygius,pelagic,NA,,1.875,,NA,"Western Hauraki Gulf, New Zealand",1974 - 1976,,TRUE,FALSE,-36.554734,174.850317,crossland_j_1981_f23_61.pdf,NA,0.628608659,36.554734
Perciformes,Zoarcidae,Gymnelus,Gymnelus viridis,demersal,143,,4.65,,NA,Arctic Ocean,,,TRUE,TRUE,74.056759,-156.14174,rass_ts_1941_j1.pdf,4.96284463,1.53686722,74.056759
Perciformes,Zoarcidae,Lycodes,Lycodes esmarkii,demersal,745,,6,,NA,"Sub Arctic, Norwegian Sea",,,TRUE,TRUE,67.900957,-4.79695,rass_ts_1941_j1.pdf,6.613384218,1.791759469,67.900957
Perciformes,Zoarcidae,Lycodes,Lycodes eudipleurostictus,demersal,325,,5.25,,NA,Barents Sea,,,TRUE,TRUE,76.812392,20.707313,rass_ts_1941_j1.pdf,5.783825182,1.658228077,76.812392
Perciformes,Zoarcidae,Lycodes,Lycodes frigidus,demersal,530,,7,,NA,Barents Sea,,,TRUE,TRUE,76.812392,20.707313,rass_ts_1941_j1.pdf,6.272877007,1.945910149,76.812392
Perciformes,Zoarcidae,Lycodes,Lycodes pallidus,demersal,219,,3.5,,NA,Barents Sea,,,TRUE,TRUE,76.812392,20.707313,rass_ts_1941_j1.pdf,5.38907173,1.252762968,76.812392
Perciformes,Zoarcidae,Lycodes,Lycodes polaris,demersal,245,,4.5,,NA,Arctic Ocean,,,TRUE,TRUE,74.056759,-156.14174,rass_ts_1941_j1.pdf,5.501258211,1.504077397,74.056759
Perciformes,Zoarcidae,Lycodes,Lycodes reticulatus,demersal,366.5,,8.7,,NA,North Atlantic,,,TRUE,TRUE,60.103559,-56.092167,rass_ts_1941_j1.pdf,5.903998521,2.163323026,60.103559
Perciformes,Zoarcidae,Lycodes,Lycodes vahlii,demersal,160.5,,4,,NA,North Atlantic,,,TRUE,TRUE,60.103559,-56.092167,rass_ts_1941_j1.pdf,5.078293943,1.386294361,60.103559
Perciformes,Zoarcidae,Melanostigma,Melanostigma atlanticum,demersal,92,TL,3.1,,NA,"Laurentian Trough off Rimouski, Quebec",1983 August 15,36,FALSE,FALSE,48.844108,-68.333872,silverberg_n_1987_e20_195.pdf,4.521788577,1.131402111,48.844108
Perciformes,Zoarcidae,Melanostigma,Melanostigma atlanticum,demersal,104,TL,3.4,,NA,"Laurentian Trough off Rimouski, Quebec",1983 August 15,56,FALSE,FALSE,48.844108,-68.333872,silverberg_n_1987_e20_195.pdf,4.644390899,1.223775432,48.844108
Perciformes,Zoarcidae,Melanostigma,Melanostigma atlanticum,demersal,113,TL,2.8,,NA,"Laurentian Trough off Rimouski, Quebec",1983 August 15,38,FALSE,FALSE,48.844108,-68.333872,silverberg_n_1987_e20_195.pdf,4.727387819,1.029619417,48.844108
Perciformes,Zoarcidae,Pachycara,Pachycara brachycephalum,demersal,267,TL,5,,NA,Off Shackleton Ice-shelf,1914 January,,FALSE,FALSE,-65.33,95.45,waite_er_1916_a1_1.pdf,5.587248658,1.609437912,65.33
Perciformes,Zoarcidae,Zoarces,Zoarces americanus,demersal,NA,,6.5,,NA,"Blacks Harbour, Bay of Fundy, New Brunswick, Canada",1931 January,842,TRUE,TRUE,44.995424,-66.804026,white_hc_1939_c12_139.pdf,NA,1.871802177,44.995424
Pleuronectiformes,Achiridae,Trinectes,Trinectes maculatus,pelagic,NA,,0.73,Field,NA,"Mouth of Newport River, Beaufort, NC, USA",1930 - 1931,,TRUE,TRUE,34.764261,-76.704447,hildebrand_sf_1938_b48_505.pdf,NA,-0.314710745,34.764261
Pleuronectiformes,Bothidae,Lophonectes,Lophonectes gallus,pelagic,NA,,0.845,,NA,"Northern Hauraki Gulf, New Zealand",1974 - 1975,,TRUE,FALSE,-36.455298,175.150749,crossland_j_1981_f23_61.pdf,NA,-0.168418652,36.455298
Pleuronectiformes,Pleuronectidae,Ammotretis,Ammotretis rostratus,pelagic,329,TL,1.02,Field/Lab,NA,"Mouth of the River Derwent or in the Danish seine nets of commercial vessels fishing in S 2 0 m depth in Frederick Henry Bay, Tasmania, Australia",Before 1986,,FALSE,TRUE,-42.933615,147.38306,crawford_cm_1986_j29_325.pdf,5.796057751,0.019802627,42.933615
Pleuronectiformes,Pleuronectidae,Ammotretis,Ammotretis rostratus,pelagic,282,TL,1.03,Field/Lab,NA,"Mouth of the River Derwent or in the Danish seine nets of commercial vessels fishing in S 2 0 m depth in Frederick Henry Bay, Tasmania, Australia",Before 1986,,FALSE,TRUE,-42.933615,147.38306,crawford_cm_1986_j29_325.pdf,5.641907071,0.029558802,42.933615
Pleuronectiformes,Pleuronectidae,Ammotretis,Ammotretis rostratus,pelagic,284,TL,0.99,Field/Lab,NA,"Mouth of the River Derwent or in the Danish seine nets of commercial vessels fishing in S 2 0 m depth in Frederick Henry Bay, Tasmania, Australia",Before 1986,,TRUE,TRUE,-42.933615,147.38306,crawford_cm_1986_j29_325.pdf,5.648974238,-0.010050336,42.933615
Pleuronectiformes,Pleuronectidae,Ammotretis,Ammotretis rostratus,pelagic,293,TL,0.99,Field/Lab,NA,"Mouth of the River Derwent or in the Danish seine nets of commercial vessels fishing in S 2 0 m depth in Frederick Henry Bay, Tasmania, Australia",Before 1986,,FALSE,TRUE,-42.933615,147.38306,crawford_cm_1986_j29_325.pdf,5.680172609,-0.010050336,42.933615
Pleuronectiformes,Pleuronectidae,Glyptocephalus,Glyptocephalus cynoglossus,pelagic,NA,,1.12,,NA,South-west coast of the Isle of Man,1993 June,,TRUE,FALSE,54.090349,-4.802769,bal_dv_1943_j11b_54.pdf,NA,0.113328685,54.090349
Pleuronectiformes,Pleuronectidae,Hippoglossoides,Hippoglossoides platessoides,pelagic,NA,,1.6,,NA,South-west coast of the Isle of Man,1993 March,,TRUE,FALSE,54.090349,-4.802769,bal_dv_1943_j11b_54.pdf,NA,0.470003629,54.090349
Pleuronectiformes,Pleuronectidae,Hippoglossoides,Hippoglossoides platessoides,pelagic,NA,,1.78,,NA,South-west coast of the Isle of Man,1993 April,,TRUE,FALSE,54.090349,-4.802769,bal_dv_1943_j11b_54.pdf,NA,0.576613364,54.090349
Pleuronectiformes,Pleuronectidae,Hippoglossoides,Hippoglossoides platessoides,pelagic,NA,,1.625,,NA,South-west coast of the Isle of Man,1993 August,,TRUE,FALSE,54.090349,-4.802769,bal_dv_1943_j11b_54.pdf,NA,0.485507816,54.090349
Pleuronectiformes,Pleuronectidae,Limanda,Limanda limanda,pelagic,NA,,0.96,,NA,South-west coast of the Isle of Man,1993 February,,TRUE,FALSE,54.090349,-4.802769,bal_dv_1943_j11b_54.pdf,NA,-0.040821995,54.090349
Pleuronectiformes,Pleuronectidae,Limanda,Limanda limanda,pelagic,NA,,0.88,,NA,South-west coast of the Isle of Man,1993 March,,TRUE,FALSE,54.090349,-4.802769,bal_dv_1943_j11b_54.pdf,NA,-0.127833372,54.090349
Pleuronectiformes,Pleuronectidae,Limanda,Limanda limanda,pelagic,NA,,0.83,,NA,South-west coast of the Isle of Man,1993 April,,TRUE,FALSE,54.090349,-4.802769,bal_dv_1943_j11b_54.pdf,NA,-0.186329578,54.090349
Pleuronectiformes,Pleuronectidae,Limanda,Limanda limanda,pelagic,NA,,0.82,,NA,South-west coast of the Isle of Man,1993 May,,TRUE,FALSE,54.090349,-4.802769,bal_dv_1943_j11b_54.pdf,NA,-0.198450939,54.090349
Pleuronectiformes,Pleuronectidae,Liopsetta,Liopsetta putnami,pelagic,NA,,1.2,,NA,"Montsweag Bay, Wiscasset, Maine",1974 February 7,,TRUE,TRUE,43.920613,-69.716434,laroche_wa_1981_f78_897.pdf,NA,0.182321557,43.920613
Pleuronectiformes,Pleuronectidae,Microstomus,Microstomus kitt,pelagic,NA,,1.33,,NA,South-west coast of the Isle of Man,1993 April,,TRUE,FALSE,54.090349,-4.802769,bal_dv_1943_j11b_54.pdf,NA,0.285178942,54.090349
Pleuronectiformes,Pleuronectidae,Microstomus,Microstomus kitt,pelagic,NA,,1.3,,NA,South-west coast of the Isle of Man,1993 May,,TRUE,FALSE,54.090349,-4.802769,bal_dv_1943_j11b_54.pdf,NA,0.262364264,54.090349
Pleuronectiformes,Pleuronectidae,Microstomus,Microstomus kitt,pelagic,NA,,1.27,,NA,South-west coast of the Isle of Man,1993 June,,TRUE,FALSE,54.090349,-4.802769,bal_dv_1943_j11b_54.pdf,NA,0.2390169,54.090349
Pleuronectiformes,Pleuronectidae,Parophrys,Parophrys vetulus,pelagic,NA,,0.9,Field,NA,"Pacific Grove, Monterey Bay, CA, USA",1937 March,,TRUE,TRUE,36.689287,-121.878216,budd_pl_1940_c56_50.pdf,NA,-0.105360516,36.689287
Pleuronectiformes,Pleuronectidae,Pleuronectes,Pleuronectes platessa,pelagic,NA,,1.9,,NA,South-west coast of the Isle of Man,1993 March,,TRUE,FALSE,54.090349,-4.802769,bal_dv_1943_j11b_54.pdf,NA,0.641853886,54.090349
Pleuronectiformes,Pleuronectidae,Pleuronectes,Pleuronectes platessa,pelagic,NA,,1.85,,NA,South-west coast of the Isle of Man,1993 April,,TRUE,FALSE,54.090349,-4.802769,bal_dv_1943_j11b_54.pdf,NA,0.615185639,54.090349
Pleuronectiformes,Pleuronectidae,Pleuronectes,Pleuronectes platessa,pelagic,NA,,1.8459,,NA,southern North Sea,1990 January,,FALSE,TRUE,53.309268,3.766678,vanderwateren_p_1990_j47_264.pdf,NA,0.612966963,53.309268
Pleuronectiformes,Pleuronectidae,Pleuronichthys,Pleuronichthys coenosus,pelagic,NA,,1.88,Field,NA,"Pacific Grove, Monterey Bay, CA, USA",1937 April,,TRUE,TRUE,36.689287,-121.878216,budd_pl_1940_c56_50.pdf,NA,0.631271777,36.689287
Pleuronectiformes,Pleuronectidae,Pleuronichthys,Pleuronichthys decurrens,pelagic,NA,,1.44,Field,NA,"Pacific Grove, Monterey Bay, CA, USA",1937 February,,TRUE,TRUE,36.689287,-121.878216,budd_pl_1940_c56_50.pdf,NA,0.364643114,36.689287
Pleuronectiformes,Pleuronectidae,Pleuronichthys,Pleuronichthys verticalis,pelagic,NA,,1.07,Field,NA,"Pacific Grove, Monterey Bay, CA, USA",1937 February,,TRUE,TRUE,36.689287,-121.878216,budd_pl_1940_c56_50.pdf,NA,0.067658648,36.689287
Pleuronectiformes,Pleuronectidae,Pseudopleuronectes,Pseudopleuronectes americanus,demersal,315,TL,0.86,,NA,"Narragansett Bay, Portsmouth, RI, United States",1988 January - March,,FALSE,FALSE,41.619858,-71.36922,buckley_lj_1991_m74_125.pdf,5.752572639,-0.15082289,41.619858
Pleuronectiformes,Pleuronectidae,Pseudopleuronectes,Pseudopleuronectes americanus,demersal,374,TL,0.86,,NA,"Narragansett Bay, Portsmouth, RI, United States",1988 January - March,,FALSE,FALSE,41.619858,-71.36922,buckley_lj_1991_m74_125.pdf,5.924255797,-0.15082289,41.619858
Pleuronectiformes,Pleuronectidae,Pseudopleuronectes,Pseudopleuronectes americanus,demersal,250,TL,0.82,,NA,"Narragansett Bay, Portsmouth, RI, United States",1988 January - March,,FALSE,FALSE,41.619858,-71.36922,buckley_lj_1991_m74_125.pdf,5.521460918,-0.198450939,41.619858
Pleuronectiformes,Pleuronectidae,Pseudopleuronectes,Pseudopleuronectes americanus,demersal,334,TL,0.79,,NA,"Narragansett Bay, Portsmouth, RI, United States",1988 January - March,,FALSE,FALSE,41.619858,-71.36922,buckley_lj_1991_m74_125.pdf,5.811140993,-0.235722334,41.619858
Pleuronectiformes,Pleuronectidae,Pseudopleuronectes,Pseudopleuronectes americanus,demersal,396,TL,0.83,,NA,"Narragansett Bay, Portsmouth, RI, United States",1988 January - March,,FALSE,FALSE,41.619858,-71.36922,buckley_lj_1991_m74_125.pdf,5.981414211,-0.186329578,41.619858
Pleuronectiformes,Pleuronectidae,Pseudopleuronectes,Pseudopleuronectes americanus,demersal,359,TL,0.79,,NA,"Narragansett Bay, Portsmouth, RI, United States",1988 January - March,,FALSE,FALSE,41.619858,-71.36922,buckley_lj_1991_m74_125.pdf,5.883322388,-0.235722334,41.619858
Pleuronectiformes,Pleuronectidae,Pseudopleuronectes,Pseudopleuronectes americanus,demersal,320,TL,0.85,,NA,"Narragansett Bay, Portsmouth, RI, United States",1988 January - March,,FALSE,FALSE,41.619858,-71.36922,buckley_lj_1991_m74_125.pdf,5.768320996,-0.162518929,41.619858
Pleuronectiformes,Pleuronectidae,Pseudopleuronectes,Pseudopleuronectes americanus,demersal,314,TL,0.83,,NA,"Narragansett Bay, Portsmouth, RI, United States",1988 January - March,,FALSE,FALSE,41.619858,-71.36922,buckley_lj_1991_m74_125.pdf,5.749392986,-0.186329578,41.619858
Pleuronectiformes,Pleuronectidae,Pseudopleuronectes,Pseudopleuronectes americanus,demersal,330,TL,0.76,,NA,"Narragansett Bay, Portsmouth, RI, United States",1988 January - March,,FALSE,FALSE,41.619858,-71.36922,buckley_lj_1991_m74_125.pdf,5.799092654,-0.274436846,41.619858
Pleuronectiformes,Pleuronectidae,Pseudopleuronectes,Pseudopleuronectes americanus,demersal,300,TL,0.77,,NA,"Narragansett Bay, Portsmouth, RI, United States",1988 January - March,,FALSE,FALSE,41.619858,-71.36922,buckley_lj_1991_m74_125.pdf,5.703782475,-0.261364764,41.619858
Pleuronectiformes,Pleuronectidae,Pseudopleuronectes,Pseudopleuronectes americanus,demersal,390,TL,0.83,,NA,"Narragansett Bay, Portsmouth, RI, United States",1988 January - March,,FALSE,FALSE,41.619858,-71.36922,buckley_lj_1991_m74_125.pdf,5.966146739,-0.186329578,41.619858
Pleuronectiformes,Pleuronectidae,Pseudopleuronectes,Pseudopleuronectes americanus,demersal,327,TL,0.82,,NA,"Narragansett Bay, Portsmouth, RI, United States",1988 January - March,,FALSE,FALSE,41.619858,-71.36922,buckley_lj_1991_m74_125.pdf,5.789960171,-0.198450939,41.619858
Pleuronectiformes,Pleuronectidae,Pseudopleuronectes,Pseudopleuronectes americanus,demersal,330,TL,0.81,,NA,"Narragansett Bay, Portsmouth, RI, United States",1988 January - March,,FALSE,FALSE,41.619858,-71.36922,buckley_lj_1991_m74_125.pdf,5.799092654,-0.210721031,41.619858
Pleuronectiformes,Pleuronectidae,Pseudopleuronectes,Pseudopleuronectes americanus,demersal,360,TL,0.82,,NA,"Narragansett Bay, Portsmouth, RI, United States",1988 January - March,,FALSE,FALSE,41.619858,-71.36922,buckley_lj_1991_m74_125.pdf,5.886104031,-0.198450939,41.619858
Pleuronectiformes,Pleuronectidae,Pseudopleuronectes,Pseudopleuronectes americanus,demersal,305,TL,0.75,,NA,"Narragansett Bay, Portsmouth, RI, United States",1988 January - March,,FALSE,FALSE,41.619858,-71.36922,buckley_lj_1991_m74_125.pdf,5.720311777,-0.287682072,41.619858
Pleuronectiformes,Pleuronectidae,Pseudopleuronectes,Pseudopleuronectes americanus,demersal,266,TL,0.78,,NA,"Narragansett Bay, Portsmouth, RI, United States",1988 January - March,,FALSE,FALSE,41.619858,-71.36922,buckley_lj_1991_m74_125.pdf,5.583496309,-0.248461359,41.619858
Pleuronectiformes,Pleuronectidae,Pseudopleuronectes,Pseudopleuronectes americanus,demersal,256,TL,0.85,,NA,"Narragansett Bay, Portsmouth, RI, United States",1988 January - March,,FALSE,FALSE,41.619858,-71.36922,buckley_lj_1991_m74_125.pdf,5.545177444,-0.162518929,41.619858
Pleuronectiformes,Pleuronectidae,Reinhardtius,Reinhardtius hippoglossoides,pelagic,NA,,3.84,,NA,"Off Pribilof islands, eastern Bering Sea",1979 Februry - 1980 July,,TRUE,TRUE,56.521918,-168.073146,bulatov_oa_1983_j23_157.pdf,NA,1.345472367,56.521918
Pleuronectiformes,Pleuronectidae,Rhombosolea,Rhombosolea tapirina,pelagic,286,TL,0.8,Field/Lab,NA,"Mouth of the River Derwent or in the Danish seine nets of commercial vessels fishing in S 2 0 m depth in Frederick Henry Bay, Tasmania, Australia",Before 1986,,FALSE,TRUE,-42.933615,147.38306,crawford_cm_1986_j29_325.pdf,5.655991811,-0.223143551,42.933615
Pleuronectiformes,Pleuronectidae,Rhombosolea,Rhombosolea tapirina,pelagic,374,TL,0.77,Field/Lab,NA,"Mouth of the River Derwent or in the Danish seine nets of commercial vessels fishing in S 2 0 m depth in Frederick Henry Bay, Tasmania, Australia",Before 1986,,TRUE,TRUE,-42.933615,147.38306,crawford_cm_1986_j29_325.pdf,5.924255797,-0.261364764,42.933615
Pleuronectiformes,Pleuronectidae,Rhombosolea,Rhombosolea tapirina,pelagic,292,TL,0.75,Field/Lab,NA,"Mouth of the River Derwent or in the Danish seine nets of commercial vessels fishing in S 2 0 m depth in Frederick Henry Bay, Tasmania, Australia",Before 1986,,TRUE,TRUE,-42.933615,147.38306,crawford_cm_1986_j29_325.pdf,5.676753802,-0.287682072,42.933615
Pleuronectiformes,Pleuronectidae,Rhombosolea,Rhombosolea tapirina,pelagic,315,TL,0.76,Field/Lab,NA,"Mouth of the River Derwent or in the Danish seine nets of commercial vessels fishing in S 2 0 m depth in Frederick Henry Bay, Tasmania, Australia",Before 1986,,FALSE,TRUE,-42.933615,147.38306,crawford_cm_1986_j29_325.pdf,5.752572639,-0.274436846,42.933615
Pleuronectiformes,Pleuronectidae,Rhombosolea,Rhombosolea tapirina,pelagic,315,TL,0.75,Field/Lab,NA,"Mouth of the River Derwent or in the Danish seine nets of commercial vessels fishing in S 2 0 m depth in Frederick Henry Bay, Tasmania, Australia",Before 1986,,TRUE,TRUE,-42.933615,147.38306,crawford_cm_1986_j29_325.pdf,5.752572639,-0.287682072,42.933615
Pleuronectiformes,Scophthalmidae,Phrynorhombus,Phrynorhombus norvegicus,pelagic,NA,,0.84,,NA,South-west coast of the Isle of Man,1993 May,,TRUE,FALSE,54.090349,-4.802769,bal_dv_1943_j11b_54.pdf,NA,-0.174353387,54.090349
Pleuronectiformes,Scophthalmidae,Phrynorhombus,Phrynorhombus norvegicus,pelagic,NA,,0.795,,NA,South-west coast of the Isle of Man,1993 June,,TRUE,FALSE,54.090349,-4.802769,bal_dv_1943_j11b_54.pdf,NA,-0.229413164,54.090349
Pleuronectiformes,Scophthalmidae,Phrynorhombus,Phrynorhombus norvegicus,pelagic,NA,,0.8,,NA,South-west coast of the Isle of Man,1993 July,,TRUE,FALSE,54.090349,-4.802769,bal_dv_1943_j11b_54.pdf,NA,-0.223143551,54.090349
